dia_semana,hora,tipo_incidente,cantidad,dia_hora
Jueves,17,Volcadura,47,Jueves 17
Jueves,18,Choque con lesionados,1199,Jueves 18
Jueves,18,Choque sin lesionados,2254,Jueves 18
Jueves,18,Ciclista,66,Jueves 18
Jueves,18,Motociclista,375,Jueves 18
Jueves,18,Otros,8,Jueves 18
Jueves,18,Persona atrapada,33,Jueves 18
Jueves,18,Persona atropellada,512,Jueves 18
Jueves,18,Vehículo atrapado,18,Jueves 18
Jueves,18,Volcadura,45,Jueves 18
Jueves,19,Choque con lesionados,1240,Jueves 19
Jueves,19,Choque sin lesionados,2401,Jueves 19
Jueves,19,Ciclista,59,Jueves 19
Jueves,19,Monopatín,4,Jueves 19
Jueves,19,Motociclista,438,Jueves 19
Jueves,19,Otros,5,Jueves 19
Jueves,19,Persona atrapada,35,Jueves 19
Jueves,19,Persona atropellada,652,Jueves 19
Jueves,19,Vehículo atrapado,23,Jueves 19
Jueves,19,Volcadura,60,Jueves 19
Jueves,20,Choque con lesionados,1410,Jueves 20
Jueves,20,Choque sin lesionados,2410,Jueves 20
Jueves,20,Ciclista,39,Jueves 20
Jueves,20,Monopatín,1,Jueves 20
Jueves,20,Motociclista,481,Jueves 20
Jueves,20,Otros,10,Jueves 20
Jueves,20,Persona atrapada,28,Jueves 20
Jueves,20,Persona atropellada,535,Jueves 20
Jueves,20,Vehículo atrapado,32,Jueves 20
Jueves,20,Volcadura,45,Jueves 20
Jueves,21,Choque con lesionados,1226,Jueves 21
Jueves,21,Choque sin lesionados,2084,Jueves 21
Jueves,21,Ciclista,43,Jueves 21
Jueves,21,Motociclista,399,Jueves 21
Jueves,21,Otros,12,Jueves 21
Jueves,21,Persona atrapada,29,Jueves 21
Jueves,21,Persona atropellada,361,Jueves 21
Jueves,21,Vehículo atrapado,28,Jueves 21
Jueves,21,Volcadura,90,Jueves 21
Jueves,22,Choque con lesionados,1001,Jueves 22
Jueves,22,Choque sin lesionados,1779,Jueves 22
Jueves,22,Ciclista,46,Jueves 22
Jueves,22,Motociclista,388,Jueves 22
Jueves,22,Otros,5,Jueves 22
Jueves,22,Persona atrapada,17,Jueves 22
Jueves,22,Persona atropellada,293,Jueves 22
Jueves,22,Vehículo atrapado,15,Jueves 22
Jueves,22,Volcadura,69,Jueves 22
Jueves,23,Choque con lesionados,830,Jueves 23
Jueves,23,Choque sin lesionados,1404,Jueves 23
Jueves,23,Ciclista,38,Jueves 23
Jueves,23,Motociclista,304,Jueves 23
Jueves,23,Otros,12,Jueves 23
Jueves,23,Persona atrapada,9,Jueves 23
Jueves,23,Persona atropellada,168,Jueves 23
Jueves,23,Vehículo atrapado,7,Jueves 23
Jueves,23,Volcadura,48,Jueves 23
Martes,0,Choque con lesionados,284,Martes 0
Martes,0,Choque sin lesionados,601,Martes 0
Martes,0,Ciclista,13,Martes 0
Martes,0,Motociclista,114,Martes 0
Martes,0,Otros,11,Martes 0
Martes,0,Persona atrapada,11,Martes 0
Martes,0,Persona atropellada,64,Martes 0
Martes,0,Vehículo atrapado,7,Martes 0
Martes,0,Volcadura,18,Martes 0
Martes,1,Choque con lesionados,158,Martes 1
Martes,1,Choque sin lesionados,380,Martes 1
Martes,1,Ciclista,4,Martes 1
Martes,1,Motociclista,90,Martes 1
Martes,1,Otros,4,Martes 1
Martes,1,Persona atrapada,3,Martes 1
Martes,1,Persona atropellada,26,Martes 1
Martes,1,Vehículo atrapado,1,Martes 1
Martes,1,Volcadura,21,Martes 1
Martes,2,Choque con lesionados,132,Martes 2
Martes,2,Choque sin lesionados,207,Martes 2
Martes,2,Ciclista,2,Martes 2
Martes,2,Motociclista,64,Martes 2
Martes,2,Otros,2,Martes 2
Martes,2,Persona atrapada,3,Martes 2
Martes,2,Persona atropellada,24,Martes 2
Martes,2,Vehículo atrapado,6,Martes 2
Martes,2,Volcadura,27,Martes 2
Martes,3,Choque con lesionados,84,Martes 3
Martes,3,Choque sin lesionados,128,Martes 3
Martes,3,Ciclista,3,Martes 3
Martes,3,Motociclista,43,Martes 3
Martes,3,Otros,5,Martes 3
Martes,3,Persona atrapada,2,Martes 3
Martes,3,Persona atropellada,25,Martes 3
Martes,3,Vehículo atrapado,5,Martes 3
Martes,3,Volcadura,12,Martes 3
Martes,4,Choque con lesionados,99,Martes 4
Martes,4,Choque sin lesionados,112,Martes 4
Martes,4,Motociclista,31,Martes 4
Martes,4,Otros,2,Martes 4
Martes,4,Persona atrapada,2,Martes 4
Martes,4,Persona atropellada,14,Martes 4
Martes,4,Vehículo atrapado,5,Martes 4
Martes,4,Volcadura,17,Martes 4
Martes,5,Choque con lesionados,201,Martes 5
Martes,5,Choque sin lesionados,191,Martes 5
Martes,5,Ciclista,5,Martes 5
Martes,5,Monopatín,1,Martes 5
Martes,5,Motociclista,75,Martes 5
Martes,5,Otros,8,Martes 5
Martes,5,Persona atrapada,3,Martes 5
Martes,5,Persona atropellada,50,Martes 5
Martes,5,Vehículo atrapado,15,Martes 5
Martes,5,Volcadura,23,Martes 5
Martes,6,Choque con lesionados,442,Martes 6
Martes,6,Choque sin lesionados,441,Martes 6
Martes,6,Ciclista,20,Martes 6
Martes,6,Motociclista,149,Martes 6
Martes,6,Otros,3,Martes 6
Martes,6,Persona atrapada,5,Martes 6
Martes,6,Persona atropellada,178,Martes 6
Martes,6,Vehículo atrapado,8,Martes 6
Martes,6,Volcadura,51,Martes 6
Martes,7,Choque con lesionados,873,Martes 7
Martes,7,Choque sin lesionados,1004,Martes 7
Martes,7,Ciclista,38,Martes 7
Martes,7,Monopatín,1,Martes 7
Martes,7,Motociclista,248,Martes 7
Martes,7,Otros,2,Martes 7
Martes,7,Persona atrapada,8,Martes 7
Martes,7,Persona atropellada,322,Martes 7
Martes,7,Vehículo atrapado,12,Martes 7
Martes,7,Volcadura,72,Martes 7
Martes,8,Choque con lesionados,1111,Martes 8
Martes,8,Choque sin lesionados,1457,Martes 8
Martes,8,Ciclista,58,Martes 8
Martes,8,Monopatín,3,Martes 8
Martes,8,Motociclista,291,Martes 8
Martes,8,Otros,5,Martes 8
Martes,8,Persona atrapada,12,Martes 8
Martes,8,Persona atropellada,397,Martes 8
Martes,8,Vehículo atrapado,10,Martes 8
Martes,8,Volcadura,70,Martes 8
Martes,9,Choque con lesionados,969,Martes 9
Martes,9,Choque sin lesionados,1558,Martes 9
Martes,9,Ciclista,61,Martes 9
Martes,9,Monopatín,2,Martes 9
Martes,9,Motociclista,263,Martes 9
Martes,9,Otros,4,Martes 9
Martes,9,Persona atrapada,9,Martes 9
Martes,9,Persona atropellada,370,Martes 9
Martes,9,Vehículo atrapado,1,Martes 9
Martes,9,Volcadura,39,Martes 9
Martes,10,Choque con lesionados,852,Martes 10
Martes,10,Choque sin lesionados,1617,Martes 10
Martes,10,Ciclista,42,Martes 10
Martes,10,Motociclista,196,Martes 10
Martes,10,Otros,4,Martes 10
Martes,10,Persona atrapada,10,Martes 10
Martes,10,Persona atropellada,306,Martes 10
Martes,10,Vehículo atrapado,8,Martes 10
Martes,10,Volcadura,22,Martes 10
Martes,11,Choque con lesionados,797,Martes 11
Martes,11,Choque sin lesionados,1605,Martes 11
Martes,11,Ciclista,37,Martes 11
Martes,11,Monopatín,3,Martes 11
Martes,11,Motociclista,206,Martes 11
Martes,11,Otros,5,Martes 11
Martes,11,Persona atrapada,17,Martes 11
Martes,11,Persona atropellada,335,Martes 11
Martes,11,Vehículo atrapado,10,Martes 11
Martes,11,Volcadura,29,Martes 11
Martes,12,Choque con lesionados,885,Martes 12
Martes,12,Choque sin lesionados,1614,Martes 12
Martes,12,Ciclista,37,Martes 12
Martes,12,Monopatín,2,Martes 12
Martes,12,Motociclista,177,Martes 12
Martes,12,Otros,6,Martes 12
Martes,12,Persona atrapada,8,Martes 12
Martes,12,Persona atropellada,368,Martes 12
Martes,12,Vehículo atrapado,18,Martes 12
Martes,12,Volcadura,14,Martes 12
Martes,13,Choque con lesionados,1017,Martes 13
Martes,13,Choque sin lesionados,1718,Martes 13
Martes,13,Ciclista,49,Martes 13
Martes,13,Monopatín,1,Martes 13
Martes,13,Motociclista,230,Martes 13
Martes,13,Otros,9,Martes 13
Martes,13,Persona atrapada,15,Martes 13
Martes,13,Persona atropellada,465,Martes 13
Martes,13,Vehículo atrapado,15,Martes 13
Martes,13,Volcadura,34,Martes 13
Martes,14,Choque con lesionados,1251,Martes 14
Martes,14,Choque sin lesionados,2120,Martes 14
Martes,14,Ciclista,51,Martes 14
Martes,14,Monopatín,2,Martes 14
Martes,14,Motociclista,308,Martes 14
Martes,14,Otros,5,Martes 14
Martes,14,Persona atrapada,24,Martes 14
Martes,14,Persona atropellada,612,Martes 14
Martes,14,Vehículo atrapado,12,Martes 14
Martes,14,Volcadura,29,Martes 14
Martes,15,Choque con lesionados,1174,Martes 15
Martes,15,Choque sin lesionados,2079,Martes 15
Martes,15,Ciclista,78,Martes 15
Martes,15,Monopatín,1,Martes 15
Martes,15,Motociclista,334,Martes 15
Martes,15,Otros,3,Martes 15
Martes,15,Persona atrapada,19,Martes 15
Martes,15,Persona atropellada,566,Martes 15
Martes,15,Vehículo atrapado,15,Martes 15
Martes,15,Volcadura,51,Martes 15
Martes,16,Choque con lesionados,1053,Martes 16
Martes,16,Choque sin lesionados,2130,Martes 16
Martes,16,Ciclista,70,Martes 16
Martes,16,Monopatín,3,Martes 16
Martes,16,Motociclista,326,Martes 16
Martes,16,Otros,7,Martes 16
Martes,16,Persona atrapada,33,Martes 16
Martes,16,Persona atropellada,509,Martes 16
Martes,16,Vehículo atrapado,21,Martes 16
Martes,16,Volcadura,55,Martes 16
Martes,17,Choque con lesionados,1113,Martes 17
Martes,17,Choque sin lesionados,2222,Martes 17
Martes,17,Ciclista,44,Martes 17
Martes,17,Monopatín,4,Martes 17
Martes,17,Motociclista,347,Martes 17
Martes,17,Otros,5,Martes 17
Martes,17,Persona atrapada,17,Martes 17
Martes,17,Persona atropellada,427,Martes 17
Martes,17,Vehículo atrapado,25,Martes 17
Martes,17,Volcadura,63,Martes 17
Martes,18,Choque con lesionados,1290,Martes 18
Martes,18,Choque sin lesionados,2300,Martes 18
Martes,18,Ciclista,60,Martes 18
Martes,18,Monopatín,2,Martes 18
Martes,18,Motociclista,345,Martes 18
Martes,18,Otros,4,Martes 18
Martes,18,Persona atrapada,26,Martes 18
Martes,18,Persona atropellada,516,Martes 18
Martes,18,Vehículo atrapado,26,Martes 18
Martes,18,Volcadura,34,Martes 18
Martes,19,Choque con lesionados,1245,Martes 19
Martes,19,Choque sin lesionados,2372,Martes 19
Martes,19,Ciclista,66,Martes 19
Martes,19,Motociclista,404,Martes 19
Martes,19,Otros,9,Martes 19
Martes,19,Persona atrapada,30,Martes 19
Martes,19,Persona atropellada,475,Martes 19
Martes,19,Vehículo atrapado,38,Martes 19
Martes,19,Volcadura,42,Martes 19
Martes,20,Choque con lesionados,1085,Martes 20
Martes,20,Choque sin lesionados,2339,Martes 20
Martes,20,Ciclista,55,Martes 20
Martes,20,Ferroviario,7,Martes 20
Martes,20,Monopatín,1,Martes 20
Martes,20,Motociclista,391,Martes 20
Martes,20,Otros,6,Martes 20
Martes,20,Persona atrapada,23,Martes 20
Martes,20,Persona atropellada,507,Martes 20
Martes,20,Vehículo atrapado,15,Martes 20
Martes,20,Volcadura,54,Martes 20
Martes,21,Choque con lesionados,1004,Martes 21
Martes,21,Choque sin lesionados,2074,Martes 21
Martes,21,Ciclista,38,Martes 21
Martes,21,Monopatín,1,Martes 21
Martes,21,Motociclista,412,Martes 21
Martes,21,Otros,5,Martes 21
Martes,21,Persona atrapada,23,Martes 21
Martes,21,Persona atropellada,358,Martes 21
Martes,21,Vehículo atrapado,27,Martes 21
Martes,21,Volcadura,55,Martes 21
Martes,22,Choque con lesionados,842,Martes 22
Martes,22,Choque sin lesionados,1653,Martes 22
Martes,22,Ciclista,37,Martes 22
Martes,22,Motociclista,331,Martes 22
Martes,22,Otros,16,Martes 22
Martes,22,Persona atrapada,22,Martes 22
Martes,22,Persona atropellada,223,Martes 22
Martes,22,Vehículo atrapado,18,Martes 22
Martes,22,Volcadura,100,Martes 22
Martes,23,Choque con lesionados,539,Martes 23
Martes,23,Choque sin lesionados,1116,Martes 23
Martes,23,Ciclista,18,Martes 23
Martes,23,Motociclista,225,Martes 23
Martes,23,Otros,8,Martes 23
Martes,23,Persona atrapada,11,Martes 23
Martes,23,Persona atropellada,143,Martes 23
Martes,23,Vehículo atrapado,8,Martes 23
Martes,23,Volcadura,46,Martes 23
Miercoles,0,Choque con lesionados,354,Miercoles 0
Miercoles,0,Choque sin lesionados,741,Miercoles 0
Miercoles,0,Ciclista,19,Miercoles 0
Miercoles,0,Monopatín,1,Miercoles 0
Miercoles,0,Motociclista,170,Miercoles 0
Miercoles,0,Otros,4,Miercoles 0
Miercoles,0,Persona atrapada,7,Miercoles 0
Miercoles,0,Persona atropellada,45,Miercoles 0
Miercoles,0,Vehículo atrapado,6,Miercoles 0
Miercoles,0,Volcadura,32,Miercoles 0
Miercoles,1,Choque con lesionados,238,Miercoles 1
Miercoles,1,Choque sin lesionados,484,Miercoles 1
Miercoles,1,Ciclista,4,Miercoles 1
Miercoles,1,Motociclista,88,Miercoles 1
Miercoles,1,Otros,5,Miercoles 1
Miercoles,1,Persona atrapada,6,Miercoles 1
Miercoles,1,Persona atropellada,36,Miercoles 1
Miercoles,1,Vehículo atrapado,2,Miercoles 1
Miercoles,1,Volcadura,18,Miercoles 1
Miercoles,2,Choque con lesionados,149,Miercoles 2
Miercoles,2,Choque sin lesionados,210,Miercoles 2
Miercoles,2,Ciclista,1,Miercoles 2
Miercoles,2,Monopatín,1,Miercoles 2
Miercoles,2,Motociclista,39,Miercoles 2
Miercoles,2,Otros,4,Miercoles 2
Miercoles,2,Persona atrapada,2,Miercoles 2
Miercoles,2,Persona atropellada,14,Miercoles 2
Miercoles,2,Vehículo atrapado,8,Miercoles 2
Miercoles,2,Volcadura,34,Miercoles 2
Miercoles,3,Choque con lesionados,114,Miercoles 3
Miercoles,3,Choque sin lesionados,170,Miercoles 3
Miercoles,3,Ciclista,1,Miercoles 3
Miercoles,3,Motociclista,42,Miercoles 3
Miercoles,3,Otros,3,Miercoles 3
Miercoles,3,Persona atrapada,4,Miercoles 3
Miercoles,3,Persona atropellada,32,Miercoles 3
Miercoles,3,Vehículo atrapado,3,Miercoles 3
Miercoles,3,Volcadura,23,Miercoles 3
Miercoles,4,Choque con lesionados,108,Miercoles 4
Miercoles,4,Choque sin lesionados,130,Miercoles 4
Miercoles,4,Ciclista,1,Miercoles 4
Miercoles,4,Motociclista,38,Miercoles 4
Miercoles,4,Otros,4,Miercoles 4
Miercoles,4,Persona atrapada,3,Miercoles 4
Miercoles,4,Persona atropellada,16,Miercoles 4
Miercoles,4,Vehículo atrapado,3,Miercoles 4
Miercoles,4,Volcadura,23,Miercoles 4
Miercoles,5,Choque con lesionados,178,Miercoles 5
Miercoles,5,Choque sin lesionados,220,Miercoles 5
Miercoles,5,Ciclista,5,Miercoles 5
Miercoles,5,Motociclista,61,Miercoles 5
Miercoles,5,Otros,1,Miercoles 5
Miercoles,5,Persona atrapada,2,Miercoles 5
Miercoles,5,Persona atropellada,37,Miercoles 5
Miercoles,5,Vehículo atrapado,7,Miercoles 5
Miercoles,5,Volcadura,25,Miercoles 5
Miercoles,6,Choque con lesionados,460,Miercoles 6
Miercoles,6,Choque sin lesionados,436,Miercoles 6
Miercoles,6,Ciclista,17,Miercoles 6
Miercoles,6,Motociclista,160,Miercoles 6
Miercoles,6,Otros,2,Miercoles 6
Miercoles,6,Persona atrapada,3,Miercoles 6
Miercoles,6,Persona atropellada,127,Miercoles 6
Miercoles,6,Vehículo atrapado,10,Miercoles 6
Miercoles,6,Volcadura,31,Miercoles 6
Miercoles,7,Choque con lesionados,891,Miercoles 7
Miercoles,7,Choque sin lesionados,946,Miercoles 7
Miercoles,7,Ciclista,33,Miercoles 7
Miercoles,7,Monopatín,1,Miercoles 7
Miercoles,7,Motociclista,279,Miercoles 7
Miercoles,7,Otros,2,Miercoles 7
Miercoles,7,Persona atrapada,9,Miercoles 7
Miercoles,7,Persona atropellada,355,Miercoles 7
Miercoles,7,Vehículo atrapado,7,Miercoles 7
Miercoles,7,Volcadura,43,Miercoles 7
Miercoles,8,Choque con lesionados,1168,Miercoles 8
Miercoles,8,Choque sin lesionados,1291,Miercoles 8
Miercoles,8,Ciclista,68,Miercoles 8
Miercoles,8,Monopatín,1,Miercoles 8
Miercoles,8,Motociclista,292,Miercoles 8
Miercoles,8,Otros,2,Miercoles 8
Miercoles,8,Persona atrapada,12,Miercoles 8
Miercoles,8,Persona atropellada,438,Miercoles 8
Miercoles,8,Vehículo atrapado,7,Miercoles 8
Miercoles,8,Volcadura,44,Miercoles 8
Miercoles,9,Choque con lesionados,1032,Miercoles 9
Miercoles,9,Choque sin lesionados,1543,Miercoles 9
Miercoles,9,Ciclista,51,Miercoles 9
Miercoles,9,Monopatín,1,Miercoles 9
Miercoles,9,Motociclista,267,Miercoles 9
Miercoles,9,Otros,4,Miercoles 9
Miercoles,9,Persona atrapada,10,Miercoles 9
Miercoles,9,Persona atropellada,362,Miercoles 9
Miercoles,9,Vehículo atrapado,7,Miercoles 9
Miercoles,9,Volcadura,24,Miercoles 9
Miercoles,10,Choque con lesionados,800,Miercoles 10
Miercoles,10,Choque sin lesionados,1558,Miercoles 10
Miercoles,10,Ciclista,40,Miercoles 10
Miercoles,10,Ferroviario,1,Miercoles 10
Miercoles,10,Motociclista,236,Miercoles 10
Miercoles,10,Otros,3,Miercoles 10
Miercoles,10,Persona atrapada,12,Miercoles 10
Miercoles,10,Persona atropellada,336,Miercoles 10
Miercoles,10,Vehículo atrapado,13,Miercoles 10
Miercoles,10,Volcadura,39,Miercoles 10
Miercoles,11,Choque con lesionados,776,Miercoles 11
Miercoles,11,Choque sin lesionados,1565,Miercoles 11
Miercoles,11,Ciclista,33,Miercoles 11
Miercoles,11,Monopatín,1,Miercoles 11
Miercoles,11,Motociclista,164,Miercoles 11
Miercoles,11,Otros,9,Miercoles 11
Miercoles,11,Persona atrapada,19,Miercoles 11
Miercoles,11,Persona atropellada,303,Miercoles 11
Miercoles,11,Vehículo atrapado,10,Miercoles 11
Miercoles,11,Volcadura,43,Miercoles 11
Miercoles,12,Choque con lesionados,846,Miercoles 12
Miercoles,12,Choque sin lesionados,1547,Miercoles 12
Miercoles,12,Ciclista,47,Miercoles 12
Miercoles,12,Monopatín,1,Miercoles 12
Miercoles,12,Motociclista,220,Miercoles 12
Miercoles,12,Otros,4,Miercoles 12
Miercoles,12,Persona atrapada,13,Miercoles 12
Miercoles,12,Persona atropellada,371,Miercoles 12
Miercoles,12,Vehículo atrapado,7,Miercoles 12
Miercoles,12,Volcadura,68,Miercoles 12
Miercoles,13,Choque con lesionados,927,Miercoles 13
Miercoles,13,Choque sin lesionados,1608,Miercoles 13
Miercoles,13,Ciclista,63,Miercoles 13
Miercoles,13,Monopatín,2,Miercoles 13
Miercoles,13,Motociclista,218,Miercoles 13
Miercoles,13,Otros,3,Miercoles 13
Miercoles,13,Persona atrapada,24,Miercoles 13
Miercoles,13,Persona atropellada,487,Miercoles 13
Miercoles,13,Vehículo atrapado,8,Miercoles 13
Miercoles,13,Volcadura,40,Miercoles 13
Miercoles,14,Choque con lesionados,1162,Miercoles 14
Miercoles,14,Choque sin lesionados,2022,Miercoles 14
Miercoles,14,Ciclista,86,Miercoles 14
Miercoles,14,Monopatín,2,Miercoles 14
Miercoles,14,Motociclista,296,Miercoles 14
Miercoles,14,Otros,4,Miercoles 14
Miercoles,14,Persona atrapada,19,Miercoles 14
Miercoles,14,Persona atropellada,616,Miercoles 14
Miercoles,14,Vehículo atrapado,6,Miercoles 14
Miercoles,14,Volcadura,59,Miercoles 14
Miercoles,15,Choque con lesionados,1195,Miercoles 15
Miercoles,15,Choque sin lesionados,2240,Miercoles 15
Miercoles,15,Ciclista,57,Miercoles 15
Miercoles,15,Monopatín,5,Miercoles 15
Miercoles,15,Motociclista,309,Miercoles 15
Miercoles,15,Otros,9,Miercoles 15
Miercoles,15,Persona atrapada,20,Miercoles 15
Miercoles,15,Persona atropellada,481,Miercoles 15
Miercoles,15,Vehículo atrapado,15,Miercoles 15
Miercoles,15,Volcadura,36,Miercoles 15
Miercoles,16,Choque con lesionados,1144,Miercoles 16
Miercoles,16,Choque sin lesionados,2230,Miercoles 16
Miercoles,16,Ciclista,56,Miercoles 16
Miercoles,16,Motociclista,342,Miercoles 16
Miercoles,16,Otros,8,Miercoles 16
Miercoles,16,Persona atrapada,28,Miercoles 16
Miercoles,16,Persona atropellada,436,Miercoles 16
Miercoles,16,Vehículo atrapado,13,Miercoles 16
Miercoles,16,Volcadura,79,Miercoles 16
Miercoles,17,Choque con lesionados,1135,Miercoles 17
Miercoles,17,Choque sin lesionados,2151,Miercoles 17
Miercoles,17,Ciclista,55,Miercoles 17
Miercoles,17,Monopatín,1,Miercoles 17
Miercoles,17,Motociclista,333,Miercoles 17
Miercoles,17,Otros,7,Miercoles 17
Miercoles,17,Persona atrapada,17,Miercoles 17
Miercoles,17,Persona atropellada,541,Miercoles 17
Miercoles,17,Vehículo atrapado,8,Miercoles 17
Miercoles,17,Volcadura,29,Miercoles 17
Miercoles,18,Choque con lesionados,1292,Miercoles 18
Miercoles,18,Choque sin lesionados,2399,Miercoles 18
Miercoles,18,Ciclista,78,Miercoles 18
Miercoles,18,Monopatín,2,Miercoles 18
Miercoles,18,Motociclista,378,Miercoles 18
Miercoles,18,Otros,5,Miercoles 18
Miercoles,18,Persona atrapada,26,Miercoles 18
Miercoles,18,Persona atropellada,558,Miercoles 18
Miercoles,18,Vehículo atrapado,11,Miercoles 18
Miercoles,18,Volcadura,43,Miercoles 18
Miercoles,19,Choque con lesionados,1211,Miercoles 19
Miercoles,19,Choque sin lesionados,2357,Miercoles 19
Miercoles,19,Ciclista,61,Miercoles 19
Miercoles,19,Monopatín,3,Miercoles 19
Miercoles,19,Motociclista,394,Miercoles 19
Miercoles,19,Otros,6,Miercoles 19
Miercoles,19,Persona atrapada,29,Miercoles 19
Miercoles,19,Persona atropellada,523,Miercoles 19
Miercoles,19,Vehículo atrapado,30,Miercoles 19
Miercoles,19,Volcadura,34,Miercoles 19
Miercoles,20,Choque con lesionados,1111,Miercoles 20
Miercoles,20,Choque sin lesionados,2205,Miercoles 20
Miercoles,20,Ciclista,57,Miercoles 20
Miercoles,20,Monopatín,2,Miercoles 20
Miercoles,20,Motociclista,364,Miercoles 20
Miercoles,20,Otros,8,Miercoles 20
Miercoles,20,Persona atrapada,22,Miercoles 20
Miercoles,20,Persona atropellada,473,Miercoles 20
Miercoles,20,Vehículo atrapado,34,Miercoles 20
Miercoles,20,Volcadura,73,Miercoles 20
Miercoles,21,Choque con lesionados,1096,Miercoles 21
Miercoles,21,Choque sin lesionados,2108,Miercoles 21
Miercoles,21,Ciclista,44,Miercoles 21
Miercoles,21,Motociclista,379,Miercoles 21
Miercoles,21,Otros,6,Miercoles 21
Miercoles,21,Persona atrapada,14,Miercoles 21
Miercoles,21,Persona atropellada,390,Miercoles 21
Miercoles,21,Vehículo atrapado,24,Miercoles 21
Miercoles,21,Volcadura,83,Miercoles 21
Miercoles,22,Choque con lesionados,890,Miercoles 22
Miercoles,22,Choque sin lesionados,1654,Miercoles 22
Miercoles,22,Ciclista,34,Miercoles 22
Miercoles,22,Monopatín,1,Miercoles 22
Miercoles,22,Motociclista,328,Miercoles 22
Miercoles,22,Otros,7,Miercoles 22
Miercoles,22,Persona atrapada,22,Miercoles 22
Miercoles,22,Persona atropellada,294,Miercoles 22
Miercoles,22,Vehículo atrapado,12,Miercoles 22
Miercoles,22,Volcadura,46,Miercoles 22
Miercoles,23,Choque con lesionados,575,Miercoles 23
Miercoles,23,Choque sin lesionados,1208,Miercoles 23
Miercoles,23,Ciclista,18,Miercoles 23
Miercoles,23,Motociclista,225,Miercoles 23
Miercoles,23,Otros,8,Miercoles 23
Miercoles,23,Persona atrapada,7,Miercoles 23
Miercoles,23,Persona atropellada,117,Miercoles 23
Miercoles,23,Vehículo atrapado,17,Miercoles 23
Miercoles,23,Volcadura,57,Miercoles 23
